account_id,first_name,last_name,birth_date,gender,initial_balance,client_addr,create_date,frequency,bank_id,branch_addr,SAR,alert_id,ip_address
1319,Erin,Lucas,4/17/1962,Female,13559.23,67,1/1/2012,Monthly,AB,67,FALSE,,109.162.157.217
1320,Sarah,Schmidt,3/28/1995,Female,9694.48,29,5/2/2009,Monthly,ST,29,FALSE,,99.86.24.39
1321,Victor,Ferguson,11/25/1960,Male,15674.7,34,8/5/2012,Monthly,YZ,34,FALSE,,95.165.238.32
1322,James,Obrien,9/7/1976,Male,19834.98,69,12/30/2011,Monthly,OP,69,FALSE,,246.30.6.155
1323,Rebecca,Johnson,12/24/1971,Female,8200.01,15,12/21/2011,Monthly,ST,15,FALSE,,143.147.127.205
1324,Beverly,Valdez,4/21/1964,Female,13827.61,61,4/28/2008,Monthly,WX,60,FALSE,,202.86.229.82
1325,Shawna,Anderson,11/8/1967,Female,20022.34,1,11/24/2011,Monthly,QR,1,FALSE,,129.23.195.121
1326,Brian,Alexander,8/10/1943,Male,10759.22,32,12/27/2009,Monthly,GH,32,FALSE,,115.188.36.90
1327,Christopher,Allen,12/4/1956,Male,8607.1,1,11/21/2010,Monthly,UV,1,FALSE,,218.15.164.142
1328,Christina,Sloan,8/17/1967,Female,19159.03,46,6/26/2011,Monthly,ST,46,FALSE,,35.41.37.132
1329,Tonya,Mays,2/8/1998,Female,15939.58,21,3/22/2008,Monthly,YZ,17,FALSE,,55.136.160.100
1330,Cody,Wagner,2/7/1992,Male,5364.14,62,8/18/2009,Monthly,QR,62,FALSE,,191.248.124.12
1331,Kathryn,Garcia,7/6/2000,Female,17410.5,45,5/20/2011,Monthly,QR,45,FALSE,,197.239.147.167
1332,Kathryn,Good,3/21/1943,Female,8897.61,1,8/12/2008,Monthly,UV,1,FALSE,,232.214.222.184
1333,Amy,Bennett,1/10/1984,Female,5225.86,55,3/26/2008,Monthly,YZ,74,FALSE,,103.27.216.79
1334,Darrell,Berger,3/11/1975,Male,5148.78,17,11/2/2010,Monthly,QR,17,FALSE,,212.225.34.84
1335,George,Miller,3/9/1969,Male,1602.78,7,9/22/2008,Weekly,CD,7,FALSE,,34.213.143.106
1336,Jennifer,Burns,4/7/1993,Female,4194.73,53,6/4/2011,Monthly,WX,53,FALSE,,141.236.67.130
1337,Justin,Clarke,1/11/1938,Male,10911.67,50,3/4/2009,Monthly,CD,50,FALSE,,177.23.15.253
1338,Ruth,Booker,7/1/1966,Female,2341.83,19,4/11/2012,Transaction,EF,19,FALSE,,197.178.117.118
1339,Christopher,Bowen,2/18/1971,Male,18487.05,10,9/7/2011,Monthly,IJ,10,FALSE,,228.210.100.164
1340,Alicia,Henry,12/13/1972,Female,14999.68,74,9/11/2008,Monthly,IJ,74,FALSE,,189.129.126.143
1341,Thomas,Andrews,2/11/1964,Male,11282.77,54,7/9/2008,Monthly,YZ,54,TRUE,8,81.104.178.202
1342,Sarah,Ball,6/14/1982,Female,291.35,64,5/18/2008,Monthly,ST,64,FALSE,,126.58.22.193
1343,John,Weaver,4/21/1955,Male,19102.91,65,6/7/2010,Monthly,KL,65,FALSE,,101.151.213.36
1344,Brandon,Williams,5/22/1965,Male,3939.09,58,1/17/2010,Monthly,KL,58,FALSE,,105.60.136.34
1345,Dawn,Williams,3/7/1999,Female,1338.19,73,7/12/2008,Weekly,QR,66,FALSE,,251.14.189.28
1346,Ryan,Randolph,7/27/1958,Male,4393.75,75,12/20/2009,Monthly,GH,75,FALSE,,115.164.93.71
1347,Adrian,Mcdaniel,8/9/1990,Male,16471.88,35,2/9/2012,Monthly,UV,35,FALSE,,81.98.227.69
1348,Melissa,Cooper,2/24/1954,Female,1471.82,33,12/22/2008,Monthly,GH,33,FALSE,,191.235.78.78
1349,Eric,Mills,10/1/1953,Male,4845.97,68,6/8/2010,Monthly,IJ,68,FALSE,,7.28.30.240
1350,Elizabeth,Taylor,2/28/2001,Female,14146.91,71,10/5/2009,Monthly,UV,71,FALSE,,122.247.24.21
1351,Michele,Gonzalez,10/21/1954,Female,12118.8,68,4/9/2008,Monthly,OP,68,FALSE,,200.16.99.40
1352,Rebecca,Crawford,1/18/1979,Female,18864.17,76,9/8/2010,Monthly,AB,76,FALSE,,55.57.147.68
1353,George,Campos,1/21/1971,Male,12143.36,32,5/20/2012,Monthly,UV,32,FALSE,,175.49.221.38
1354,David,Haynes,5/16/1967,Male,3910.43,76,7/6/2008,Monthly,AB,76,FALSE,,82.221.17.4
1355,Robert,Le,12/15/1952,Male,13892.65,40,10/27/2010,Monthly,YZ,40,FALSE,,200.196.252.161
1356,Stephanie,Ross,11/30/1988,Female,18719.3,17,10/8/2010,Monthly,CD,17,FALSE,,70.135.35.89
1357,Gabriella,Murphy,7/20/1994,Female,477.88,57,7/30/2008,Monthly,QR,57,FALSE,,244.164.58.198
1358,Shawn,Reed,11/10/1995,Male,8292.02,26,2/13/2012,Monthly,OP,26,FALSE,,47.157.127.234
1359,Kristen,Williams,4/17/1999,Female,10458.09,41,6/11/2011,Monthly,KL,41,FALSE,,11.160.80.232
1360,Gregory,Stevenson,7/30/1975,Male,6481.78,27,7/19/2012,Monthly,AB,27,FALSE,,41.206.241.123
1361,Daniel,Mcgrath,7/2/1952,Male,15933.98,70,8/8/2012,Monthly,EF,70,FALSE,,228.12.209.52
1362,Gregory,Ortiz,6/6/1974,Male,303.02,1,12/1/2011,Monthly,EF,1,FALSE,,109.22.132.4
1363,Robert,Lee,7/27/1979,Male,6248.83,3,12/7/2009,Monthly,OP,3,FALSE,,71.89.17.129
1364,Monica,Ward,12/28/1989,Female,6659.01,50,1/13/2010,Monthly,YZ,50,FALSE,,129.103.9.125
1365,Lori,Sanchez,10/18/1979,Female,17277.12,23,9/18/2012,Weekly,KL,23,FALSE,,48.30.209.17
1366,Cassandra,Padilla,9/10/1979,Female,12537.49,11,1/27/2011,Monthly,EF,11,FALSE,,182.28.103.235
1367,Dennis,Cox,12/31/1996,Male,18807.3,64,9/22/2008,Monthly,CD,55,FALSE,,123.228.178.44
1368,Erica,Wallace,11/17/1948,Female,13350.02,50,10/25/2009,Monthly,YZ,50,FALSE,,236.91.165.59
1369,Zachary,Johnson,12/31/1984,Male,4086.17,23,5/23/2008,Monthly,ST,23,FALSE,,115.21.239.83
1370,James,Schneider,1/24/1979,Male,9435.7,54,9/27/2012,Monthly,YZ,54,FALSE,,74.208.245.238
1371,Casey,Garcia,11/23/1998,Male,10480.45,70,6/16/2011,Monthly,KL,70,FALSE,,172.215.229.207
1372,Kimberly,Levy,2/26/1999,Female,1685.65,60,3/16/2011,Monthly,GH,60,FALSE,,51.19.13.93
1373,Nicholas,Smith,5/29/1999,Male,17723,57,1/18/2010,Monthly,QR,57,FALSE,,105.183.209.110
1374,Jessica,Shaw,8/18/1985,Female,5340.98,65,2/20/2012,Monthly,EF,65,TRUE,8,82.7.47.243
1375,James,Brown,7/8/1956,Male,7465.41,1,10/7/2010,Monthly,EF,1,FALSE,,170.175.242.95
1376,John,Robinson,11/13/1967,Male,6252.55,35,8/26/2008,Monthly,OP,35,FALSE,,238.127.205.166
1377,Christine,Cooke,1/16/1943,Female,18086.53,63,4/7/2011,Monthly,EF,63,FALSE,,201.115.223.156
1378,Keith,Mills,3/7/1943,Male,2469.96,77,6/24/2008,Monthly,OP,64,FALSE,,228.162.102.131
1379,Andrew,Morrison,4/23/1968,Male,9696.11,45,9/16/2010,Monthly,ST,45,FALSE,,101.106.158.32
1380,Charles,Kirk,12/30/1976,Male,10745.11,61,9/25/2008,Weekly,OP,61,FALSE,,36.10.220.147
1381,Joseph,Waters,12/7/1987,Male,11914.23,46,7/25/2012,Monthly,UV,46,FALSE,,16.154.92.176
1382,Michael,Jackson,7/9/1991,Male,3254.38,66,1/3/2011,Monthly,QR,66,FALSE,,133.249.248.40
1383,Timothy,Hart,8/3/1995,Male,15265.11,9,4/12/2011,Monthly,WX,9,FALSE,,108.40.167.255
1384,Jesse,Mendez,4/27/1971,Male,7359.86,29,1/3/2009,Monthly,AB,29,FALSE,,29.42.200.12
1385,John,Hampton,8/5/1969,Male,5033.46,12,3/26/2012,Monthly,IJ,12,FALSE,,73.162.195.158
1386,Kara,Parks,10/20/1947,Female,19224.07,54,11/29/2011,Monthly,IJ,54,FALSE,,216.84.247.152
1387,Kathleen,Harrison,9/21/1999,Female,15744.68,73,4/7/2011,Monthly,ST,73,TRUE,9,15.76.9.255
1388,Jessica,Miller,10/5/1991,Female,13675.31,32,9/25/2011,Monthly,IJ,32,FALSE,,211.3.31.107
1389,James,Bradford,12/8/1963,Male,9239.57,73,10/21/2011,Monthly,EF,73,FALSE,,143.68.17.192
1390,Audrey,Allen,10/24/1974,Female,9662.53,30,6/8/2010,Monthly,UV,30,FALSE,,151.132.227.52
1391,Chloe,Duncan,1/8/1983,Female,8106,69,3/26/2012,Weekly,EF,69,FALSE,,224.200.107.27
1392,William,Marks,11/26/1955,Male,7631.73,37,4/27/2009,Monthly,UV,37,FALSE,,240.119.189.98
1393,Sheila,Jackson,12/9/1974,Female,9976.64,54,10/11/2008,Monthly,KL,54,FALSE,,131.178.23.70
1394,Peter,Rodgers,8/16/1944,Male,2557.77,67,12/15/2010,Monthly,OP,67,FALSE,,146.148.179.168
1395,David,Chambers,12/24/1968,Male,11495.06,19,2/10/2009,Monthly,GH,19,FALSE,,17.97.24.193
1396,Danielle,Long,10/5/1966,Female,15609.14,1,7/21/2011,Monthly,AB,1,FALSE,,28.188.215.232
1397,Renee,Johnson,11/2/2000,Female,1576.49,2,7/20/2010,Monthly,QR,2,FALSE,,61.31.42.221
1398,James,Harrington,11/25/1995,Male,15519.55,39,4/16/2011,Monthly,GH,39,FALSE,,33.206.103.71
1399,Tiffany,Young,6/25/1954,Female,2809.28,63,9/14/2011,Monthly,UV,63,FALSE,,187.61.16.226
1400,Nathan,Smith,3/23/1970,Male,18745.26,1,6/14/2008,Weekly,QR,1,FALSE,,212.225.242.124
1401,Michelle,Neal,8/7/1953,Female,18144.17,61,4/26/2008,Monthly,QR,61,FALSE,,187.95.57.139
1402,James,Mcdonald,5/28/1973,Male,5437.61,1,2/8/2008,Monthly,CD,1,FALSE,,232.243.52.114
1403,Tonya,Porter,5/12/1986,Female,7007.43,5,10/30/2011,Monthly,AB,5,FALSE,,198.179.121.174
1404,Thomas,Mitchell,9/1/1995,Male,10724.24,54,4/4/2010,Monthly,ST,54,FALSE,,136.58.106.87
1405,Sarah,Frank,3/17/1965,Female,8520.15,41,7/3/2011,Weekly,WX,41,FALSE,,71.12.9.239
1406,Jessica,Haynes,3/30/1960,Female,19280.08,54,1/17/2008,Monthly,QR,15,FALSE,,184.12.253.196
1407,Angel,Harris,2/28/1980,Female,14959.89,38,12/8/2011,Monthly,IJ,38,FALSE,,189.9.40.104
1408,Lawrence,Boyd,11/23/1958,Male,16413.23,10,1/9/2011,Monthly,OP,10,FALSE,,34.234.135.47
1409,Brandon,Rogers,7/8/1953,Male,733.97,70,9/23/2011,Monthly,QR,70,FALSE,,245.217.188.152
1410,Isaac,Diaz,6/26/1979,Male,13931.56,36,10/3/2008,Monthly,OP,36,FALSE,,57.124.21.82
1411,Mary,Vasquez,9/28/1963,Female,14778.64,63,1/15/2011,Monthly,OP,63,FALSE,,231.11.225.26
1412,Sean,Peck,1/1/1990,Male,3803.59,66,9/10/2008,Monthly,YZ,66,FALSE,,137.213.109.67
1413,Cathy,Shaw,5/12/1966,Female,10430.71,25,4/29/2012,Monthly,AB,25,FALSE,,80.87.157.80
1414,Christian,Rubio,1/3/1972,Male,16684.79,5,7/25/2011,Monthly,YZ,5,FALSE,,241.201.97.177
1415,David,Frazier,6/30/1955,Male,7628.47,47,6/11/2012,Monthly,YZ,47,FALSE,,61.117.64.15
1416,John,Ford,5/12/1951,Male,4821.51,24,10/17/2011,Monthly,QR,24,FALSE,,211.199.190.11
1417,Jason,Lawson,6/30/1939,Male,9329.56,41,1/9/2008,Monthly,CD,41,FALSE,,84.234.136.21
1418,Jason,Johnson,3/29/1959,Male,7856.15,1,10/8/2012,Monthly,OP,1,FALSE,,193.139.54.239
1419,Robin,Wilson,5/17/1967,Female,15987.25,36,11/1/2008,Monthly,OP,36,FALSE,,93.169.111.174
1420,Christian,Conner,3/12/1960,Male,4917.28,57,2/5/2010,Monthly,AB,57,FALSE,,55.145.97.185
1421,Lori,Shah,2/24/1997,Female,758.46,16,7/16/2008,Monthly,GH,1,FALSE,,128.163.34.241
1422,Francisco,Mcdaniel,7/24/1971,Male,11986.46,62,2/7/2012,Weekly,AB,62,FALSE,,105.100.64.97
1423,Cindy,Brewer,12/6/1973,Female,17731.53,47,11/28/2008,Monthly,OP,47,FALSE,,33.104.87.176
1424,Allison,Daniels,4/20/1999,Female,15637.73,43,10/1/2011,Monthly,IJ,43,FALSE,,53.28.17.182
1425,Katherine,Knox,11/20/1948,Female,19179.41,50,8/11/2011,Monthly,KL,50,FALSE,,176.95.219.42
1426,Anthony,Sanchez,4/24/1961,Male,3056.9,1,10/2/2011,Monthly,YZ,1,FALSE,,121.16.211.249
1427,Renee,Walters,9/13/1942,Female,13227.59,71,4/10/2011,Monthly,EF,71,FALSE,,5.238.181.244
1428,Natasha,Owens,8/7/1998,Female,3338.23,1,8/26/2011,Monthly,CD,1,FALSE,,236.183.197.206
1429,John,Carter,8/3/1980,Male,13411.6,69,4/23/2008,Monthly,WX,69,FALSE,,44.25.41.68
1430,Julie,Morris,4/24/1994,Female,12605.54,51,10/13/2012,Monthly,YZ,51,FALSE,,88.237.134.206
1431,Nicholas,Porter,9/12/1957,Male,20363.37,13,8/3/2008,Monthly,GH,35,FALSE,,109.203.132.219
1432,Joshua,Oconnor,11/14/1982,Male,14923.01,69,1/22/2011,Monthly,KL,69,FALSE,,49.186.73.243
1433,Elizabeth,Baxter,8/16/1962,Female,10074.71,51,5/19/2009,Monthly,ST,51,FALSE,,146.66.181.28
1434,Philip,Cobb,2/3/1972,Male,1339.17,33,3/11/2011,Monthly,KL,33,FALSE,,240.250.171.11
1435,Dustin,Harrison,10/9/1996,Male,2176.76,51,3/13/2009,Transaction,UV,51,FALSE,,87.222.2.0
1436,Heidi,Wiley,7/31/1986,Female,10364.13,1,1/8/2009,Monthly,YZ,1,FALSE,,166.94.148.26
1437,Frank,Lane,11/15/1986,Male,19941.6,30,8/23/2008,Monthly,IJ,30,FALSE,,251.0.177.59
1438,Anthony,Liu,2/19/1947,Male,14027.12,7,7/1/2012,Monthly,KL,7,FALSE,,164.4.230.185
1439,Kimberly,Myers,3/7/1964,Female,6074.22,36,6/11/2008,Monthly,EF,11,FALSE,,153.90.31.194
1440,Brad,Sims,1/13/1977,Male,12404.23,67,10/8/2008,Monthly,OP,67,FALSE,,67.104.225.111
1441,Selena,Pena,12/18/1956,Female,203.56,5,8/24/2011,Monthly,OP,5,FALSE,,167.30.28.165
1442,Michelle,Bates,3/23/1973,Female,8418.82,67,4/21/2008,Monthly,EF,67,FALSE,,62.112.185.215
1443,Isaac,Williamson,9/13/1963,Male,6069.44,9,6/14/2010,Monthly,AB,9,FALSE,,83.18.125.190
1444,Adriana,Liu,1/25/1959,Female,11575.59,48,8/8/2010,Monthly,CD,48,FALSE,,117.166.24.14
1445,Ashley,Yang,2/3/1942,Female,7036.91,74,4/4/2011,Monthly,OP,74,FALSE,,91.12.1.210
1446,Brandon,Jackson,12/12/2000,Male,14851.51,48,8/2/2012,Monthly,OP,48,FALSE,,7.136.221.106
1447,Jody,Benton,1/30/1999,Female,9408.8,52,11/24/2012,Transaction,WX,52,FALSE,,112.165.39.2
1448,Dawn,Johnson,7/2/1944,Female,4736.58,6,2/20/2012,Monthly,CD,6,FALSE,,136.33.223.253
1449,Ann,Anderson,9/24/1942,Female,1413.79,57,9/5/2011,Monthly,IJ,57,FALSE,,125.68.153.129
1450,Kristin,Willis,7/5/1962,Female,11048.98,52,1/22/2010,Monthly,EF,52,FALSE,,35.69.170.212
1451,Briana,Kelly,9/12/1995,Female,8629.24,31,11/17/2008,Transaction,GH,31,FALSE,,173.238.113.41
1452,Alex,Freeman,9/5/1982,Male,8238.37,50,6/8/2011,Monthly,QR,50,FALSE,,72.169.117.173
1453,Michael,Stone,8/18/1985,Male,5927.32,1,4/28/2011,Monthly,IJ,1,FALSE,,23.46.102.127
1454,Alison,Webb,5/27/1952,Female,16495.62,70,5/27/2010,Monthly,CD,70,FALSE,,221.99.132.62
1455,Rebecca,Smith,8/22/1988,Female,15313.76,54,9/19/2011,Monthly,WX,54,FALSE,,85.83.54.84
1456,Jaclyn,Hall,10/31/1984,Female,12834.08,1,5/24/2008,Monthly,KL,1,FALSE,,70.35.48.212
1457,Kenneth,Hunter,7/15/1977,Male,18493.61,29,3/20/2008,Monthly,AB,46,FALSE,,145.42.134.23
1458,Lindsey,Hansen,10/9/1997,Female,8592.28,50,1/22/2008,Weekly,GH,41,FALSE,,178.190.53.85
1459,Jonathan,Smith,2/16/1972,Male,17492.8,54,6/6/2012,Monthly,EF,54,FALSE,,116.83.243.233
1460,Charles,Williams,3/14/1968,Male,18378.29,22,9/20/2011,Monthly,AB,22,FALSE,,234.224.44.80
1461,Kristen,Greene,6/11/1962,Female,9022.56,64,1/3/2008,Transaction,OP,1,FALSE,,161.228.226.58
1462,Erica,Davis,9/24/1964,Female,17794.53,1,3/29/2010,Monthly,CD,1,FALSE,,11.60.83.17
1463,John,Grant,2/16/2000,Male,15250.58,60,10/18/2011,Monthly,ST,60,FALSE,,22.214.5.169
1464,Taylor,Torres,2/14/1953,Female,1678.78,1,4/25/2011,Monthly,IJ,1,FALSE,,131.131.209.85
1465,Sherri,Dominguez,2/20/2000,Female,17820.22,1,4/14/2011,Monthly,OP,1,FALSE,,35.89.214.250
1466,Sandra,Clark,1/24/1983,Female,10559.01,52,7/14/2008,Monthly,UV,69,FALSE,,32.82.37.209
1467,Jason,Smith,10/20/1966,Male,10968.75,1,3/8/2008,Monthly,AB,1,FALSE,,101.236.239.87
1468,Jason,Nguyen,10/19/1996,Male,16154.83,15,11/20/2011,Monthly,KL,15,FALSE,,211.217.24.33
1469,Thomas,Bailey,7/1/1971,Male,5371.42,1,9/14/2008,Monthly,WX,72,FALSE,,39.109.115.163
1470,Sierra,Stark,8/21/1977,Female,14432.62,47,1/27/2010,Monthly,WX,47,FALSE,,0.127.192.70
1471,Amber,Figueroa,4/2/1964,Female,9908.38,21,11/21/2011,Monthly,UV,21,FALSE,,184.145.111.153
1472,Wesley,James,8/8/1994,Male,6913.26,1,4/15/2011,Monthly,OP,1,FALSE,,61.16.28.127
1473,Nicholas,Lynch,1/24/1954,Male,8310.12,72,6/18/2012,Monthly,OP,72,FALSE,,124.161.100.66
1474,Felicia,Williams,10/27/1981,Female,986.2,18,1/2/2009,Monthly,UV,18,FALSE,,205.153.137.72
1475,Natasha,Vincent,1/26/1996,Female,1751.58,59,12/21/2011,Monthly,KL,59,FALSE,,162.181.14.233
1476,Linda,Garcia,1/7/1990,Female,17981.35,47,11/15/2009,Monthly,AB,47,FALSE,,153.57.8.31
1477,Steven,Mitchell,4/7/1940,Male,6120.9,34,11/10/2011,Monthly,QR,34,FALSE,,80.247.177.252
1478,Zachary,Long,7/15/1946,Male,20923.2,54,9/15/2011,Monthly,OP,54,FALSE,,127.22.110.73
1479,Patty,Henry,9/24/1938,Female,189.31,66,12/13/2011,Monthly,YZ,66,FALSE,,138.150.228.249
1480,Carrie,Frazier,7/28/1977,Female,9753.12,32,10/6/2011,Monthly,WX,32,FALSE,,63.147.12.66
1481,Cindy,Hernandez,8/14/1975,Female,5728.37,14,10/8/2009,Monthly,KL,14,FALSE,,64.191.67.21
1482,Karen,Reynolds,3/4/1979,Female,19690.19,62,4/14/2012,Monthly,GH,62,FALSE,,47.118.46.24
1483,Robert,Rodriguez,3/26/1948,Male,18836.03,66,4/1/2010,Monthly,GH,66,FALSE,,216.184.52.164
1484,Katie,Stevens,11/5/1967,Female,6747.77,1,8/30/2010,Monthly,CD,1,FALSE,,193.126.24.154
1485,Kelly,Conrad,11/3/1985,Female,8147.59,47,8/14/2011,Monthly,IJ,47,FALSE,,198.171.30.120
1486,Scott,Phillips,2/8/2002,Male,2361.59,48,3/5/2011,Monthly,KL,48,FALSE,,235.32.211.122
1487,Tracy,Martinez,3/7/1989,Female,13854.35,36,10/20/2008,Monthly,IJ,36,FALSE,,100.191.220.61
1488,Michael,Golden,8/1/1981,Male,20079.67,73,7/7/2008,Monthly,AB,73,FALSE,,95.89.10.167
1489,Paul,Mclean,7/3/1961,Male,12514.03,10,8/19/2012,Monthly,IJ,10,FALSE,,133.149.121.152
1490,Richard,Jones,11/22/1985,Male,20659.75,23,7/15/2010,Monthly,OP,23,FALSE,,108.143.78.51
1491,Sheila,Moran,8/30/1959,Female,10955.52,1,3/12/2009,Monthly,YZ,1,FALSE,,26.207.124.130
1492,Chad,Mcguire,2/22/1961,Male,15912.32,66,7/29/2011,Monthly,ST,66,FALSE,,23.221.85.211
1493,Sydney,Sullivan,5/18/1969,Female,9557.61,72,10/21/2012,Monthly,CD,72,FALSE,,218.134.70.96
1494,Robert,Fields,7/7/1942,Male,19780.11,63,12/29/2012,Monthly,AB,63,FALSE,,61.209.49.45
1495,Linda,Dunn,9/8/1948,Female,16525.07,75,5/28/2012,Monthly,EF,75,FALSE,,228.93.108.125
1496,Keith,Cole,1/17/1940,Male,6100.14,33,2/27/2008,Monthly,KL,1,FALSE,,159.18.141.56
1497,Rhonda,Livingston,3/16/1964,Female,16292.78,35,8/6/2011,Weekly,WX,35,FALSE,,64.71.184.76
1498,Kyle,Smith,11/8/1966,Male,9599.46,67,10/16/2011,Monthly,GH,67,FALSE,,126.101.149.190
1499,Kimberly,Trevino,4/21/1958,Female,13799.03,48,12/1/2009,Monthly,KL,48,FALSE,,233.208.138.103
1500,Spencer,Banks,2/26/1992,Male,13701.25,57,8/9/2009,Monthly,CD,57,FALSE,,148.38.60.232
1501,William,Livingston,4/15/1988,Male,11681.73,69,1/8/2011,Monthly,QR,69,FALSE,,114.235.79.100
1502,Tina,Diaz,6/20/1962,Female,2754.28,39,10/12/2010,Monthly,GH,39,FALSE,,228.229.34.159
1503,Jacob,Thompson,7/19/1946,Male,18126.46,28,5/1/2011,Monthly,EF,28,TRUE,6,14.180.212.101
1504,Kimberly,Dickerson,3/13/1989,Female,15707.14,69,11/17/2009,Transaction,QR,69,FALSE,,6.10.169.131
1505,Lucas,Anthony,5/4/1969,Male,2258.2,30,5/27/2008,Monthly,IJ,30,FALSE,,67.124.220.228
1506,Neil,Freeman,8/7/1995,Male,17810.5,42,2/23/2011,Monthly,ST,42,FALSE,,147.212.226.235
1507,Lisa,Adams,10/26/1966,Female,20857.06,1,10/3/2011,Monthly,KL,1,FALSE,,58.221.138.32
1508,Ashley,Hammond,5/7/1978,Female,12415.02,1,12/11/2011,Monthly,WX,1,FALSE,,220.177.92.250
1509,Frederick,Whitaker,5/29/1958,Male,11320.03,67,12/11/2008,Monthly,KL,67,FALSE,,44.167.243.69
1510,Kevin,Thomas,6/23/1958,Male,17633.56,37,8/7/2008,Monthly,ST,37,FALSE,,95.103.53.75
1511,Robert,Mason,4/26/1972,Male,20499.17,77,4/7/2010,Monthly,IJ,77,FALSE,,103.195.59.209
1512,Norma,Valenzuela,8/15/1975,Female,19947.28,65,1/10/2011,Monthly,YZ,65,TRUE,6,14.180.212.101
1513,Angela,Blair,2/21/1954,Female,11646.29,38,8/18/2009,Monthly,CD,38,FALSE,,45.35.209.158
1514,Laura,Garcia,11/14/1962,Female,11565.5,16,8/22/2011,Monthly,YZ,16,FALSE,,246.96.90.223
1515,Lauren,Roberts,1/21/1960,Female,10399.55,15,4/6/2012,Monthly,AB,15,FALSE,,246.77.20.72
1516,Patricia,Johnson,11/21/1953,Female,15075.79,70,10/5/2012,Monthly,UV,70,FALSE,,60.49.25.23
1517,Heather,Lozano,5/12/1949,Female,17288.54,68,7/4/2010,Monthly,EF,68,FALSE,,52.69.143.200
1518,Jennifer,Johnson,10/16/1975,Female,2782.01,15,4/12/2012,Monthly,EF,15,FALSE,,100.18.229.248
1519,Elizabeth,Quinn,9/30/1959,Female,14029.04,57,11/10/2010,Monthly,AB,57,FALSE,,37.27.11.8
1520,Todd,Williams,8/14/1945,Male,18083.44,1,9/13/2011,Monthly,AB,1,FALSE,,101.52.27.170
1521,Whitney,Rhodes,7/12/1941,Female,4220.54,10,2/9/2008,Monthly,WX,10,FALSE,,169.164.249.205
1522,John,Turner,2/11/1946,Male,19116.8,39,9/19/2008,Monthly,UV,33,FALSE,,68.14.60.232
1523,Alexis,Randolph,1/22/1977,Female,14672.5,31,5/9/2008,Monthly,IJ,1,FALSE,,32.36.126.231
1524,Barry,Weiss,6/3/1974,Male,7004.99,54,12/16/2008,Monthly,CD,54,TRUE,6,14.180.212.101
1525,Norman,Lewis,7/19/1955,Male,162.92,72,12/16/2008,Monthly,ST,72,FALSE,,192.255.184.105
1526,Dakota,Chen,2/8/2001,Male,8275.22,23,3/7/2011,Monthly,QR,23,FALSE,,199.60.27.215
1527,Kaitlin,Charles,2/19/1959,Female,20772.08,71,4/20/2011,Monthly,QR,71,FALSE,,63.78.75.65
1528,Jonathan,Burns,7/6/1949,Male,10506.28,26,10/8/2012,Monthly,GH,26,FALSE,,35.94.243.120
1529,Alexander,Briggs,4/29/1991,Male,11012.97,41,7/5/2011,Monthly,KL,41,FALSE,,15.254.229.70
1530,April,Carpenter,3/9/1991,Female,8875.59,52,5/17/2008,Monthly,QR,52,FALSE,,140.4.205.155
1531,Jason,Turner,7/28/1972,Male,9379.59,69,2/11/2011,Monthly,KL,69,FALSE,,65.49.210.50
1532,Michelle,Gomez,10/28/1991,Female,84.79,66,2/12/2011,Monthly,KL,66,FALSE,,61.244.13.136
1533,Cynthia,Maddox,7/9/1945,Female,16536.91,1,9/13/2010,Monthly,AB,1,FALSE,,121.166.140.149
1534,Daniel,Becker,3/4/1992,Male,9045.63,63,5/7/2011,Monthly,WX,63,FALSE,,64.78.25.149
1535,Michael,Reynolds,12/26/1940,Male,12318.64,1,10/20/2012,Monthly,WX,1,FALSE,,99.221.146.220
1536,Hector,Mckinney,8/23/1966,Male,16565.02,22,2/7/2012,Monthly,YZ,22,FALSE,,143.183.223.40
1537,Lisa,Thomas,6/4/1940,Female,2412.83,31,6/1/2008,Monthly,UV,45,FALSE,,59.75.31.101
1538,Jeffrey,Jacobson,11/18/1970,Male,2171.23,6,12/18/2011,Monthly,ST,6,FALSE,,189.230.126.220
1539,Mario,Melendez,6/12/1965,Male,5943.06,38,2/24/2012,Monthly,KL,38,FALSE,,250.130.50.126
1540,Patrick,Gray,8/5/1951,Male,18526.17,17,6/8/2010,Monthly,WX,17,FALSE,,84.16.81.30
1541,Alexander,King,8/10/1959,Male,14410.36,75,12/1/2008,Monthly,AB,75,FALSE,,60.150.88.51
1542,Stephanie,Juarez,7/1/1968,Female,8730.69,19,4/12/2011,Monthly,ST,19,FALSE,,179.72.196.161
1543,Rhonda,Dennis,11/15/1983,Female,6513.74,1,2/4/2011,Monthly,UV,1,FALSE,,140.135.83.0
1544,Donna,Hoover,8/26/1946,Female,14613.42,53,4/22/2011,Monthly,YZ,53,FALSE,,6.50.219.201
1545,Lacey,Williams,11/5/1967,Female,1048.97,1,1/17/2010,Monthly,ST,1,FALSE,,32.23.176.221
1546,Erica,Rich,3/14/1989,Female,16765.2,3,3/15/2009,Monthly,ST,3,FALSE,,136.150.49.135
1547,Shannon,Ramsey,4/29/1966,Female,17386.31,1,1/20/2009,Monthly,ST,1,FALSE,,52.234.237.11
1548,Catherine,Goodman,9/13/1951,Female,18195.63,60,1/10/2008,Monthly,EF,60,FALSE,,173.59.146.131
